target,ecoli_strain,ncbi_taxid
FucNAc(a1-3)GlcNAc(a1-4)8eLegNAcNAcGro,O108,562
8eLegNAcNAc(a2-6)Gal(a1-3)FucNAc(a1-3)GlcNAc(a1-4)8eLegNAcNAc,O108,562
[RhaNAcOAc(b1-3)]Glc(a1-3)6dTalOAc(a1-3)GlcNAc(b1-4)Glc,O109,562
GlcA(b1-4)GlcNAc(a1-4)GlcA,O10:K5:H4,562
[Fuc(a1-3)]GalNAc(a1-6)Man(a1-3)Fuc(a1-3)GalNAc(b1-4)GalNAc,O11,1095705
Fuc(a1-3)GalNAc(a1-6)Man(a1-3)Fuc(a1-3)GalNAc,O11,1095705
Rha(a1-3)QuiNAc(b1-3)Rha,O11/G1207,562
[Fuc(a1-3)]GalNAc(a1-6)Man(a1-3)Fuc(a1-3)GalNAc(b1-4)GalNAc,O11/G1207,562
Fuc(a1-3)GalNAc(b1-4)GalNAcGro,O11/G1207,562
RhaOAc(a1-3)QuiNAc(b1-3)RhaOAc,O11/G1207,562
GlcAThr(a1-4)Gal(a1-3)Gal(a1-3)GlcNAc(b1-4)GlcAThr,O110,562
[Col(a1-3)][Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(b1-4)Glc,O111,1055535
[Col(a1-3)][Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(a1-4)Glc,O111,1055535
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc,O111,1055535
Col(a1-3)[Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc,O111,1055535
[Col(a1-3)][Col(a1-6)]Glc(a1-4)Gal(a1-3)GlcNAc(b1-4)Glc,O111:B4,1055535
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)KdoOPEtn(a2-4)]Kdo,O111:B4,1055535
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,O111:B4,1055535
[GlcNAc(b1-3)]GalNAc(a1-4)Glc(a1-4)IdoA(a1-3)GalNAc(b1-4)GalNAc,O112ab,562
[GlcNAcOAcOPyr(b1-3)]GalNAc(a1-4)Glc(a1-4)Gal(b1-3)GalNAc(b1-4)GalNAc,O112ac,562
[Gal(b1-3)]GalNAc(a1-4)GalA(a1-3)Gal(a1-3)GlcNAc(b1-4)GalNAc,O113,1162729
Gal(b1-3)GalNAc(a1-4)GalA(a1-3)Gal(a1-3)GlcNAc,O113,1162729
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc,O113:H21,562
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc,O113:H4,562
QuiNSerAc(b1-3)Ribf(b1-4)Gal(b1-3)GlcNAc(a1-4)QuiNSerAc,O114,562
[Rha(b1-4)]GlcNAc(b1-4)GalA(a1-3)Man(a1-3)GlcNAc(b1-3)GlcNAc,O115,562
[RhaOAc(b1-4)]GlcNAc(b1-4)GalOAcA(a1-3)Man(a1-3)GlcNAc(b1-3)GlcNAc,O115,562
Rha(b1-4)GlcNAc(b1-4)GalA,O115,562
QuiNAc(b1-6)GlcNAc(a1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)QuiNAc,O116,562
QuiNAc(b1-6)GlcNAc(a1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)QuiNAc,O116:K+:H10,562
GlcNAc(a1-4)GalNAc(b1-4)GalA(a1-3)GlcNAc,O116:K+:H10,562
GalNAc(b1-3)Rha(a1-4)Glc(a1-4)Gal(b1-3)GalNAc(a1-4)GalNAc,O117,562
GalNAc(b1-3)Rha(a1-4)Glc(a1-4)Gal(b1-3)GalNAc(a1-4)GalNAc,O117/W30,562
GalNAc(b1-3)Rha(a1-4)Glc(a1-4)Gal(b1-3)GalNAc(a1-4)GalNAc,O117:K98:H4,562
RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)RibOP-ol,O118,562
RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)RibOP-ol,O118/G1696,562
RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)RibOP-ol,O118:H16/NRCC6613,562
Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)Rib-ol,O118:H16/NRCC6613,562
RibOP-ol(5-6)Gal(a1-3)FucNAc(a1-3)GlcNAc(b1-3)RibOP-ol,O118:H16/NRCC6613,562
Gal(a1-3)FucNAc(a1-3)GlcNAc(b1-3)Rib-ol,O118:H16/NRCC6613,562
[RhaNAcNFo(b1-3)]Man(b1-3)Gal(a1-4)Rha(a1-3)GlcNAc(a1-2)Man,O119,1450174
GlcA(b1-4)GlcNAc(a1-4)GlcA,O12/G1280,562
Glc(b1-6)GlcNAc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Glc,O12/G1280,562
[Rha(a1-4)]GlcA(a1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GalNAc(b1-3)GlcA,O120,562
Rha(a1-4)GlcA(a1-2)Rha(a1-2)Rha(a1-2)Gal,O120,562
[Rha(a1-4)]GlcA(a1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GalNAc(b1-3)GlcA,O120/G3197,562
QuiNGlyAc(b1-4)GalNAcOAcAN(a1-4)GalNAcA(a1-3)GlcNAc(a1-3)QuiNGlyAc,O121,1055537
QuiNGlyAc(b1-4)GalNAcOAcA(a1-4)GalNAcA(a1-3)GlcNAc(a1-3)QuiNGlyAc,O121/wbqG-mutant,1055537
QuiNAlaBut(b1-6)GlcNAc(a1-3)L-QuiNAc(a1-3)GlcNAcOAc(a1-3)QuiNAlaBut,O123,562
QuiN(b1-6)GlcN(a1-3)L-QuiN(a1-3)GlcN(a1-3)QuiN,O123,562
L-QuiNAc(a1-3)GlcNAc(a1-3)QuiNAlaButGro,O123,562
[GlcOLac(b1-6)Glc(a1-4)]Gal(b1-6)Galf(b1-3)GalNAc(b1-3)Gal,O124,562
[Glc(b1-6)Glc(a1-4)]Gal(b1-6)Galf(b1-3)GalNAc(b1-3)Gal,O124,562
[Gal(b1-3)]GalNAc(b1-2)[Glc(a1-3)]Man(a1-3)Fuc(a1-3)GalNAc(a1-4)GalNAc,O125,562
[Gal(b1-3)]GalNAc(b1-2)[Glc(a1-3)]Man(a1-3)Fuc(a1-3)GalNAc(a1-4)GalNAc,O125:K-:H19,562
GalNAc(b1-2)Man(a1-3)Fuc(a1-3)GalNAc(a1-4)GalNAc,O125:K-:H19,562
Man(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(a1-3)GlcNAc(b1-2)Man,O126,562
Man(b1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(a1-2)Man,O126,562
Gal(a1-3)GlcNAc(b1-2)Man,O126,562
Fuc(b1-2)Gal(a1-3)GlcNAc,O126,562
"Fuc(b1-2)[Man(b1-3)]Gal(a1-3)2,5-Anhydro-Man-ol",O126,562
Man(b1-3)[Fuc(b1-2)]Gal(a1-3)GlcNAc(b1-2)Man,O126/21750,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc,O127,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc,O127,562
FucOAc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)FucOAc,O127,562
NeuNAcOAc(a2-3)Gal(b1-3)GalNAc,O127,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc,O127:B8,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo,O127:B8,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc,O127:K63/B8,562
Fuc(a1-2)Gal(b1-3)GalNAcOMe,O127:K63/B8,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc,O127a,562
[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-4)Gal(a1-3)GalNAc(b1-6)Gal,O128,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc,O128,562
GalNAc(b1-6)[Fuc(a1-2)]GalOMe,O128,562
Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)Gal(a1-3)GalNAc,O128,562
[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-4)Gal(a1-3)GalNAc(b1-6)Gal,O128:B12,562
Fuc(a1-2)Gal(a1-4)Glc,O128:B12,562
[Fuc(a1-2)]Gal(b1-3)GalNAc(b1-4)Gal(a1-3)GalNAc(b1-6)Gal,O128ab,562
RhaOAc(a1-2)[Glc(a1-3)]Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)RhaOAc,O129,562
Rha(a1-3)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAcOAc(b1-2)Rha,O13,562
Glc(a1-2)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha,O13,562
Rha(a1-2)[Glc(a1-2)]Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha,O13,562
Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAcOAc(b1-2)Rha,O13,562
Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAcOAc(b1-2)Rha,O13/G1237,562
Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAc(b1-2)Rha,O13/G1237,562
[GalNAc(b1-3)]Gal(a1-6)Glc(b1-3)GalNAc(b1-4)Gal,O130,562
[GalNAcOPGro(b1-3)]Gal(a1-6)Glc(b1-3)GalNAc(b1-4)Gal,O130,562
[GalNAcOPGro(b1-4)]Gal(a1-6)Glc(b1-3)GalNAc(b1-3)Gal,O130,562
Gal(b1-6)Gal(b1-3)GalNAc(b1-8)NeuNAc,O131/F8188-41,562
NeuNAc(a2-6)Gal(b1-6)Gal(b1-3)GalNAc(b1-8)NeuNAc,O131/F8188-41,562
Galf(a1-3)Rha(a1-4)Glc(a1-2)Rha(a1-3)GlcNAc(b1-2)Galf,O132/CCUG11432,562
Galf(a1-3)RhaOAc(a1-4)Glc(a1-2)Rha(a1-3)GlcNAc(b1-2)Galf,O132/CCUG11432,562
Rha(a1-2)Rha(a1-2)Rha(a1-4)[Glc(a1-3)]GalA(a1-3)GlcNAc(a1-3)Rha,O133/G1272,562
GlcAThr(b1-6)Gal(b1-6)Glc(b1-3)GalNAc(b1-4)GlcAThr,O134:K-:H35/CCUG11434,562
Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha,O135,562
Rha(a1-2)Rha(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha,O135/G1239,562
PseNAcNAc(b2-4)Gal(b1-4)GlcNAc(b1-4)PseNAcNAc,O136,562
[Glc(b1-4)]GlcNAc(a1-4)GlcA(b1-4)GlcNAc(b1-6)GlcNAc,O137/G2810,562
Rha(a1-3)Rha(a1-4)GalNAcA(a1-3)GlcNAc(b1-2)Rha,O138,562
Rha(a1-3)Rha(a1-4)GalNAcA(a1-3)GlcNAc(b1-2)Rha,O138/CCUG11438,562
Rha(a1-4)GalA(a1-2)[Glc(b1-3)]Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc(a1-3)Rha,O139,562
Glc(b1-3)Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc(a1-3)Rha(a1-4)GalA,O139,562
Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc,O14,562
[Galf(a1-2)Rha(a1-4)]Gal(b1-4)Glc(a1-4)GlcA(b1-3)GalNAc(b1-3)Gal,O140,562
[GlcA(b1-2)][Rha(a1-3)]Man(a1-3)ManOAc(a1-3)GlcNAc(b1-4)Man,O141,562
Rha(a1-6)GalNAc(a1-4)[GlcNAc(b1-3)]GalNAc(a1-3)GalNAc(a1-2)Rha,O142,562
GlcNAc(b1-3)[GalNAc(a1-4)]GalNAc(a1-3)GalNAc(a1-2)Rha,O142,562
GalOAcAGroN(b1-3)GalNAc(a1-4)GlcA(b1-3)GlcNAc(b1-2)GalOAcAGroN,O143,562
GalAGroN(b1-3)GalNAc(a1-4)GlcA(b1-3)GlcNAc(b1-2)GalAGroN,O143,562
GalNAc(a1-4)GlcA(b1-3)GlcNAc(b1-2)GalA(b1-3)GalNAc,O143,562
GalNAc(a1-4)GlcA(b1-3)GlcNAc(b1-2)GalA,O143,562
NeuNAc(a2-3)FucNAm(a1-3)GlcNAc(b1-4)NeuNAc,O145,1055538
Gal(a1-2)Ribf(b1-4)Gal,O145,1055538
[GlcOLac(a1-3)]Rha(a1-2)Rha(a1-4)GalOAc(b1-3)GalNAc(b1-2)Rha,O146/G2398,2079155
[GlcOLac(a1-3)]Rha(a1-2)Rha(a1-4)Gal(b1-3)GalNAc(b1-2)Rha,O146/G2398,2079155
GlcNAc(b1-2)[GlcOLac(a1-3)]Rha,O146/G2398,2079155
Rha(a1-2)Rha(a1-4)GalA(b1-3)GalNAc(b1-2)Rha,O147,562
RhaOAc(a1-2)Rha(a1-4)GalA(b1-3)GalNAc(b1-2)RhaOAc,O147,562
Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-6)Gal(b1-4)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHep(a1-5)Kdo,O148,562
Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
Rha(a1-3)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,O148,562
GlcNAcOPyr(b1-3)Rha(b1-4)GlcNAc(b1-3)GlcNAcOPyr,O149,562
Gal(b1-3)FucNAc(a1-3)GlcNAc(b1-2)Gal,O15,562
GlcNAc(b1-2)Gal(b1-3)FucNAc(a1-3)GlcNAc,O15,562
Rha(a1-3)GlcNAc(b1-3)GlcNAcOLacGro,O150,2067427
GlcNAcOLac(b1-2)Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha(a1-3)GlcNAc(b1-3)GlcNAcOLac,O150,2067427
GlcNAcOLac(b1-2)Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAc(b1-3)GlcNAcOLac,O150,2067427
RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)[Glc(b1-4)]GlcNAc(b1-2)RibOP-ol,O151,562
RibOP-ol(5-6)Gal(a1-3)FucNAm(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-2)RibOP-ol,O151/G1267,562
[Rha(b1-4)]GlcNAcOP(a1-6)Glc(a1-2)Glc(b1-3)GlcNAc(b1-3)GlcNAcOP,O152,562
Ribf(b1-4)Gal(b1-4)GlcNAc(a1-4)Gal(b1-3)GlcNAc(a1-2)Ribf,O153,562
[ManNAc(a1-3)]Rha(a1-3)Rha(a1-3)Rha(a1-3)GalNAc(a1-2)Rha,O154,562
ManNAc(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)GalNAc,O154,562
ManNAc(a1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)GalNAcOP,O154,562
[GalA(b1-4)]Gal(a1-3)[Gal(a1-6)]Gal(b1-3)GalNAc(b1-3)Gal,O155/CCUG36524,562
[GalOPyr(a1-3)]Fuc(a1-6)Gal(a1-3)Fuc(a1-3)GlcNAc(b1-4)Fuc,O156,562
[Gal(a1-3)]Fuc(a1-6)Gal(a1-3)Fuc(a1-3)GlcNAc(b1-4)Fuc,O156,562
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-2)D-RhaNAc,O157,1045010
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-3)D-RhaNAc,O157,1045010
Glc(b1-3)GalNAc(a1-2)D-RhaNAc(a1-3)Fuc(a1-3)Glc,O157,1045010
D-RhaNAc(a1-2)D-RhaNAc(a1-2)D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc,O157,1045010
D-RhaNAc(a1-2)D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc,O157,1045010
D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc(a1-2)D-RhaNAc,O157,1045010
D-RhaNAc(a1-3)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc(a1-3)D-RhaNAc(a1-2)D-RhaNAc,O157,1045010
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc,O157,1045010
[Col(a1-2)Gal(b1-3)]GlcNAc(b1-3)Gal(a1-3)GalNAc(b1-6)GlcNAc,O157,1045010
D-RhaNAc(a1-3)Fuc(a1-3)Glc(b1-3)GalNAc(a1-2)D-RhaNAc,O157,1045010
D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAc(a1-3)D-FucNAc,O157:H-,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,O157:H12,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,O157:H16,562
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-2)D-RhaNAc,O157:H7,562
Glc(b1-3)GalNAc(a1-2)D-RhaNAc(a1-3)Fuc(a1-4)Glc,O157:H7,562
D-RhaN(a1-3)Fuc(a1-4)Glc(b1-3)GalN(b1-4)[Glc(a1-2)]Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,O157:H7,562
Glc(a1-2)Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,O157:H7,562
D-RhaN(a1-3)Fuc(a1-4)Glc(b1-3)GalN(b1-4)[Glc(a1-2)]Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,O157:H7,562
D-RhaN(a1-3)Fuc(a1-4)Glc(b1-3)GalN(b1-4)[Glc(a1-2)]Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,O157:H7,562
D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(b1-4)[Glc(a1-2)]Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,O157:H7,562
Glc(b1-3)D-RhaNAc(a1-4)GalNAc(a1-3)Fuc(a1-4)Glc,O157:H7,562
GalNAc(a1-2)D-RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc,O157:H7,562
GlcNAc(a1-7)LDManHep(a1-7)LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[KdoOPEtn(a2-4)]Kdo,O157:H7,562
LDManHep(a1-3)LDManHepOPPEtn(a1-5)Kdo,O157:H7,562
LDManHep(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,O157:H7,562
D-RhaNAc(a1-3)Fuc(a1-3)Glc(b1-3)GalNAc(a1-2)D-RhaNAc,O157:H7,562
Gal(a1-4)Gal(b1-4)Glc,O157:H7,562
GalNAc(a1-4)Gal(b1-4)Glc,O157:H7,562
[RhaOAc(a1-3)][Glc(b1-6)]ManNAc(b1-4)GalA(a1-3)GlcNAc(b1-4)ManNAc,O158,562
GalNAc(a1-3)GalNAc(b1-4)[Glc(a1-6)]Glc(a1-3)GalNAc,O158,562
GalNAc(a1-3)GalNAc(b1-4)Glc,O158,562
GalNAc(a1-3)GalNAc(b1-2)Ery-ol,O158,562
GlcNAc(b1-4)ManNAc(b1-3)Thre-onic,O158,562
[Rha(a1-3)][Glc(b1-6)]ManNAc(b1-4)GalA(a1-3)GlcNAc(b1-4)ManNAc,O158,562
[Fuc(a1-4)]GlcNAc(b1-4)GalA(a1-3)Fuc(a1-3)GlcNAc(b1-3)GlcNAc,O159,562
[Fuc(a1-4)]GlcNAc(b1-4)GalA(b1-3)Fuc(a1-3)GlcNAc(b1-3)GlcNAc,O159,562
GalA(a1-3)Fuc(a1-3)GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-4)GalA,O159:K-:H20,562
Galf(b1-6)Glc(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Galf,O16,1010799
Galf(b1-6)Glc(a1-3)RhaOAc(a1-3)GlcNAc(a1-2)Galf,O16,1010799
Galf(b1-6)Glc(a1-3)Rha(a1-3)GlcNAc(a1-2)Galf,O16,1010799
Galf(b1-6)Glc(a1-3)Rha(a1-3)GlcNAc,O16,1010799
[Glc(b1-6)]GlcNAc(b1-3)GalOP(a1-6)Gal(b1-3)GalNAc(b1-4)GlcNAc,O160,562
GalOP(b1-3)GalNAc(b1-4)[Glc(b1-6)]GlcNAc(b1-3)Gal,O160,562
LegNAcAla(a2-4)GlcA(b1-3)GlcNAc(b1-8)LegNAcAla,O161,562
GlcA(b1-3)GlcNAc(b1-8)LegNAcAla,O161,562
GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,O162,562
GalNAc(b1-4)GalNAc(a1-4)GalNAc,O162,562
[4dAraHex(b1-3)]GlcNAc(a1-4)GalNAc(a1-6)GlcNAc,O162,562
[4dAraHex(b1-3)]GalNAc(b1-4)GalNAc(a1-4)GalNAc,O162,562
Man(b1-4)GlcA(b1-3)L-QuiNAc(a1-3)GlcNAc(a1-2)Man,O163,562
L-QuiNAc(a1-3)GlcNAc(a1-2)Man(b1-4)GlcA,O163,562
[Glc(b1-6)Glc(a1-4)]Gal(b1-6)Galf(b1-3)GalNAc(b1-3)Gal,O164,562
[GlcOLac(b1-6)Glc(a1-4)]Gal(b1-6)Galf(b1-3)GalNAc(b1-3)Gal,O164,562
[Glc(b1-6)Glc(a1-4)]Gal(b1-6)Galf(b1-3)GalNAc(b1-3)Gal,O164:K?:H-/CCUG36532,562
PseNAcNBut(a2-6)Gal(b1-4)Glc(b1-3)GlcNAc(a1-8)PseNAcNBut,O165,562
Gal(b1-4)Glc(b1-3)GlcNAc(a1-8)PseNAcNBut,O165,562
Gal(a1-6)Gal(a1-4)[Glc(b1-3)]GalNAc(a1-3)GalNAc(b1-3)Gal,O166,562
[Galf(a1-4)]GalAAla(b1-3)GlcNAc(a1-2)Galf(b1-5)Galf(b1-3)GlcNAc(b1-2)GalAAla,O167,562
GlcNAc(b1-2)GalAAla(b1-3)GlcNAc(a1-2)Gal-ol,O167,562
GlcNAc(b1-2)GalAAla(b1-3)GlcNAc(a1-2)Araf(a1-2)Thre-ol,O167,562
