target,ecoli_strain,ncbi_taxid
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,O6,217992
Rha(a1-2)[Gal(a1-3)]Rha(a1-4)Gal(b1-2)Rha,O60,562
8eLegNAcNAc(a2-4)Glc(b1-3)GalNAc(a1-4)8eLegNAcNAc,O61,562
[Glc(a1-2)]Galf(b1-5)[Glc(a1-2)]Galf(b1-3)Galf(b1-5)Galf,O62/G1290,562
QuiNAc(b1-3)Rha(a1-3)[Gal(a1-6)]Gal(b1-3)D-FucNAc(a1-2)QuiNAc,O62D1,562
QuiNThrAc(b1-2)Ribf(b1-4)Gal(b1-3)GlcNAc(a1-2)QuiNThrAc,O63:K-:H-/CCUG11366,562
ManNAc(a1-3)GlcA(b1-3)[Gal(b1-6)]Gal(b1-3)GlcNAc(b1-3)ManNAc,O64,562
QuiNAc(b1-4)GalAN(a1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc,O65,562
QuiNAc(b1-4)GalAN(a1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc,O65/NRCC4926,562
L-4dThrHexA4en(b1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc-ol,O65/NRCC4926,562
Man(b1-3)GlcNAc(a1-2)GlcOAc(b1-3)6dTal(a1-3)GlcNAc(a1-2)Man,O66,562
Man(b1-3)GlcNAc(a1-2)Glc(b1-3)6dTal(a1-3)GlcNAc(a1-2)Man,O66,562
[Rha(a1-3)]Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O68,562
Man(a1-2)[Glc(a1-3)]Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O68,562
GlcNAc(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc,O69,562
Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-2)Rha,O69,562
GlcNAcOLac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAcOLac,O69/G1682,562
GlcNAcOAcOLac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAcOAcOLac,O69/G1682,562
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K13,217992
Ribf(b1-7)KdoOAc(b2-3)Ribf,O6:K13/F2677,217992
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K15,217992
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K2,217992
GalOPGro(a1-4)GalOPGro(a1-5)GalfOPGro(a1-5)GalfGro,O6:K2ac:H1/Bi7458/41,562
GalNAc(a1-3)[GlcNAc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6:K54,217992
GlcA(b1-3)Rha(a1-3)GlcA,O6:K54:H10/E10,562
GlcASer(b1-3)Rha(a1-3)GlcASer,O6:K54:H10/E10,562
GlcAThr(b1-3)Rha(a1-3)GlcAThr,O6:K54:H10/E10,562
GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc,O6A,217992
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7,2162916
GlcNAc(a1-3)QuiNAcN(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc,O7,2162916
QuiNAc(b1-4)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7,2162916
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7/VW187,2162916
Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,O70/NRCC4927,562
Gal(b1-3)GalNAc(a1-4)QuiNAc(b1-3)D-Fuc(a1-3)Gal,O70/NRCC4927,562
QuiNAc(a1-3)Rha(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)RhaOAc(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)Rha(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71,562
QuiNAc(a1-3)Rha(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,O71:H12,562
QuiNAc(a1-3)Rha(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,O71:H12,562
GalNAc(a1-4)QuiNAc(a1-3)Rha(a1-2)Thre-ol,O71:H12,562
Man(a1-2)[Glc(a1-4)]Man(a1-2)[Glc(a1-3)]Man(b1-3)GlcNAc(a1-6)Man,O73,562
Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GalNAc(a1-4)Man,O73-1,562
GalNAc(a1-4)Man(a1-2)Man(a1-2)[Glc(a1-3)]Man(b1-3)GalNAc,O73-1,562
[Glc(a1-3)]Man(b1-3)GalNAc(a1-4)Man(a1-2)Man(a1-2)Man,O73-1,562
Man(a1-2)Man(a1-2)[Glc(b1-3)]Man(b1-3)GalNAc(a1-4)Man,O73-1,562
[D-FucNAc(b1-3)]GlcNAc(a1-4)GalA(b1-3)GlcNAc(b1-6)GlcNAc,O74,562
GlcNAc(b1-3)[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc,O75,752788
Man(b1-4)Gal(a1-3)Rha-ol,O75,752788
"Man(b1-4)Gal(a1-3)Rha(a1-3)2,5-Anhydro-Man-ol",O75,752788
[Man(b1-4)]Gal(a1-4)Rha(a1-3)GlcNAc(b1-3)Gal,O75,752788
Rha(a1-3)GlcNAc(b1-3)[Man(b1-4)]Gal,O75,752788
Rha(a1-3)GlcNAc(a1-3)[Man(b1-4)]Gal,O75,752788
GlcA(b1-4)GalNAcOAc(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,O76,562
GlcA(b1-4)GalNAc(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,O76,562
Man(a1-2)Man(a1-2)Man(b1-3)GlcNAc(a1-6)Man,O77,1010800
GlcA(b1-3)Rha(a1-3)GlcA,O77:K96:H-/A12b,562
GlcNAc(b1-4)GlcNAc(b1-4)Man(b1-4)Man(a1-3)GlcNAc,O78,562
Man(b1-4)Man(a1-3)GlcNAc(b1-4)GlcNAc(b1-4)Man,O78,562
Gal(b1-4)[Rha(a1-3)]ManOAc(b1-3)Man(b1-4)GlcA(b1-3)GlcNAc(b1-2)Gal,O79/G4218,562
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1,2162916
QuiNAc(b1-2)D-Rha(a1-3)Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1,2162916
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,O7:K1/VW187,2162916
Rha(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)Rha,O7:K98:H6,2162916
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha,O7:K98:H6,2162916
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha,O7:K98:H6,2162916
RhaOAc(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)RhaOAc,O7:K98:H6,2162916
Man(a1-3)Man(a1-3)GlcNAc,O8,1010796
Man(b1-2)Man(a1-2)Man(a1-3)Man,O8,1010796
Man(a1-2)Man(a1-3)Man(b1-2)Man,O8,1010796
Man(b1-2)Man(a1-2)ManOMe,O8,1010796
Man(b1-2)Man(a1-2)Man(a1-3)Man,O8/F492,562
Man(b1-2)Man(a1-2)Man,O8/F492,562
ManOMe(a1-3)Man(b1-2)Man(a1-2)Man(a1-3)Man(b1-2)Man(a1-2)Man-ol,O8/F492,562
[Fuc(a1-2)]Glc(b1-3)GalNAc(b1-4)GlcA(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)Glc,O80,562
GalNAc(b1-4)GlcA(b1-3)GlcNAcGro,O80,562
GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc,O81,562
GlcNAc(b1-4)GalNAcOPGro(b1-4)[Gal(a1-6)]Glc(b1-3)GalNAc(b1-6)GlcNAc,O81,562
GlcOPGroA(a1-4)Gal(b1-4)Glc(b1-3)GlcNAc(b1-4)GlcOPGroA,O82,562
GlcOPGroA(a1-4)Gal(b1-4)Glc(b1-3)GlcNAc(b1-4)GlcOPGroA,O82:H8,562
Glc(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Glc,O83,562
Gal(b1-4)GlcNAc(b1-6)GlcOMe,O83:K24:H31,562
Glc(a1-4)GlcA(b1-6)Gal(b1-4)Gal(b1-4)GlcNAc(b1-6)Glc,O83:K24:H31,562
Gal(b1-4)GlcNAc(b1-6)Glc(a1-4)GlcA(b1-6)Gal,O83:K24:H31,562
[D-6dTalOAc(a1-3)]FucOP(b1-4)Glc(a1-3)Fuc(a1-3)GlcNAc(b1-2)FucOP,O84/G1205,562
GlcOP(a1-3)Fuc(a1-3)GlcNAc(b1-2)[D-6dTal(a1-3)]Fuc,O84/G1205,562
Glc(a1-3)Fuc(a1-3)GlcNAc(b1-2)[D-6dTal(a1-3)]Fuc,O84/G1205,562
[Galf(a1-4)]Gal(a1-3)ManNAc(b1-6)Galf(b1-3)GlcNAc(b1-2)Gal,O85,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-4)Fuc,O86,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,O86,562
Fuc(a1-2)[Gal(a1-3)]Gal,O86,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,O86,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,O86:B7,562
Fuc(a1-2)Gal(b1-3)GlcNAcOMe,O86:B7,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-2)Gal,O86:B7,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,O86:B7/ATCC12701,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:B7/ATCC12701,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,O86:H2,562
Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:H2,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:H2,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:H2,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:K2:H2,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,O86:K2:H2,562
[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-2)Gal(a1-3)GalNAc(a1-3)Gal,O86:K61:B7,562
Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:K61:B7/ATCC12701,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:K61:B7/ATCC12701,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:K61:B7/ATCC12701,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,O86:K62:B7,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc,O86:K62:B7,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAcOP,O86:K62:B7/ATCC12701,562
Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)GalNAc(a1-3)GalNAc(a1-2)Gal,O86:K62:B7/ATCC12701,562
GalOAcOPGro(a1-4)GalOAcOPGro(a1-5)GalfOAcOPGro(a1-5)GalfOAcGro,O86:K62:H12/F1961,562
Fuc(a1-2)[Gal(a1-3)]Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,O86:K62:H2,562
Fuc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)Fuc,O86:K62:H2/WbnI-,562
Galf(b1-4)Gal(a1-3)GalOAcA(a1-3)GalNAc(b1-3)Galf,O87,562
Galf(b1-3)Gal(a1-3)GalOAcA(a1-3)GalNAc(b1-3)Galf,O87,562
[6dTal(a1-3)]Man(a1-3)Man(a1-3)GlcNAc(b1-4)Man,O88,562
[6dTal(a1-3)]Man(a1-3)Man(a1-3)GlcNAc(b1-4)Man,O88:K-:H25,562
[Gal(b1-3)]Glc(b1-4)GlcA(a1-3)Fuc(a1-4)Glc,O8:K27:H,562
Glc(b1-4)GlcA(a1-3)Fuc,O8:K27:H,562
[GlcA(b1-3)]Gal(a1-6)[Glc(b1-2)]Glc(b1-3)GalNAc(b1-4)Gal,O8:K41:H11,562
GlcA(a1-3)[GlcNAc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-4)GlcA,O8:K43:H11,562
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-2)Man,O9,1010797
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)Man,O9,1010797
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)ManOMe,O9,1010797
Man(a1-3)Man(a1-3)GlcNAc,O9,1010797
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc,O9,1010797
Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)Man,O9,1010797
ManOPOMe(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)Man,O9,1010797
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man,O9,1010797
Man(a1-3)Man(a1-2)Man(a1-2)ManOMe,O9,1010797
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,O9,1010797
Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-2)Man(a1-2)Man,O9/ATCC23505,562
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man(a1-3)Man,O9/ATCC23505,562
FucOAc(a1-2)Gal(b1-3)GalNAc(a1-3)GalNAc(b1-4)FucOAc,O90,562
QuiNBut(a1-4)Gal(b1-4)GlcNAc(b1-4)GlcAGly(b1-3)GlcNAc(b1-4)QuiNBut,O91,1055539
FrufOAc(b2-3)Fruf(b1-2)FrufOAc,O92,562
Fruf(b2-3)Fruf(b1-2)Fruf,O92,562
Xluf(b2-3)D-Fuc(a1-3)Xluf,O95,562
[Galf(b1-4)]GlcA(a1-4)GlcNAc(b1-5)Galf(b1-3)GlcNAc(b1-2)GlcA,O96/G3132,562
GlcNAc(b1-2)GlcA(a1-4)GlcNAc(b1-2)Thre-ol,O96/G3132,562
GlcNAc(b1-4)GlcNAcOLac(b1-4)GlcNAc,O96/G3132,562
[Xluf(b2-2)]Rha(a1-3)[Xluf(b2-2)]Rha(b1-3)Rha,O97,562
L-QuiNAc(a1-4)GalNAcA(a1-3)L-QuiNAc(a1-3)GlcNAc(b1-3)L-QuiNAc,O98,562
[Glc(a1-2)]D-Rha(a1-2)D-Rha(a1-2)D-Rha(a1-3)[Glc(a1-2)]D-Rha(a1-3)D-Rha,O99,562
GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,O9:K30,562
Gal(a1-2)Gal(a1-2)[Glc(a1-3)]Glc(a1-3)Glc,O9:K30,562
ManOMe(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc(a1-2)[Glc(b1-3)Gal(a1-3)]Man(b1-3)Gal,O9:K30,562
Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,O9:K30,562
Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,O9:K30,562
Glc(a1-4)GlcAOPyr(b1-4)[Gal(a1-3)]FucOAc(a1-3)Glc,O9:K33:H-,562
Glc(a1-4)GlcA(b1-4)[Gal(a1-3)]Fuc(a1-3)Glc,O9:K33:H-,562
Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-2)Man,O9a,562
Man(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)Man,O9a,562
Man(a1-2)Man(a1-3)Man(a1-3)ManOMe,O9a,562
Man(a1-3)Man(a1-3)GlcNAc,O9a,562
ManOMe(a1-2)Man(a1-3)Man(a1-3)Man,O9a,562
Man(a1-2)Man(a1-3)Man(a1-3)Man,O9a,562
ManOP(a1-2)Man(a1-3)Man(a1-3)Man,O9a,562
ManOPOMe(a1-2)Man(a1-3)Man(a1-3)Man,O9a,562
Man(a1-2)Man(a1-2)Man(a1-3)Man(a1-3)Man,O9a,562
Man(a1-2)Man(a1-2)Man(a1-3)Man,O9a,562
Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)GlcNAc,O9a,562
[GlcA(b1-3)Gal(a1-3)]Man(a1-3)GalOP(b1-2)Man,O9a:K30,562
Ribf(b1-4)Gal(b1-3)GlcNAc(b1-4)QuiNSerAc(b1-3)Ribf,O:114,102862
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha,OT99,562
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,OT99,562
Rha(a1-2)Gal(a1-3)GlcNAc,OT99,562
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc,OT99,562
Galf(b1-6)Glc(a1-3)RhaOAc(a1-3)GlcNAcOAc(a1-2)Galf,P4/O16,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[KdoOPEtn(a2-4)]Kdo,R1,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOPPEtn(a1-3)LDManHepOP(a1-5)[KdoOPEtn(a2-4)]Kdo,R1,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)LDManHep,R1,562
Gal(a1-2)Gal(a1-2)Glc(a1-3)Glc(a1-3),R1,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc,R1,562
Gal(a1-2)Gal(a1-2)[Glc(a1-3)]Glc(a1-3)Glc,R1,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R1,562
Gal(a1-2)Gal(a1-2)[Glc(b1-3)]Glc(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R1,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)DDManHep,R2,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,R2,562
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R2,562
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc,R3,562
Glc(a1-2)Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R3,562
Glc(a1-2)Glc(a1-2)[GlcN(a1-3)]Gal(a1-3)Glc(a1-3)[GlcN(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R3,562
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GlcNAc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)KdoOPEtn(a2-4)]Kdo,R3,562
Glc(a1-2)Glc(a1-2)[GlcNAc(a1-3)]Gal(a1-3)Glc(a1-3)[GlcNAc(a1-7)LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtn(a1-5)[Kdo(a2-4)KdoOPEtn(a2-4)]Kdo,R3,562
Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc(a1-3)LDManHep,R4,562
Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc,R4,562
Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,R4,562
Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,R4,562
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAcN,RDEC-1,562
[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)RhaOAc(a1-3)GlcNAc(b1-4)Glc,ST131-O25b:H4,941322
Rha(a1-3)[Glc(b1-6)]Glc(a1-3)RhaOAc(a1-3)GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOPPEtn(a1-3)LDManHepOPPEtn(a1-5)Kdo,ST131-O25b:H4,941322
NeuNAc(a2-3)[Gal(a1-2)]Glc(b1-3)GlcNAc(b1-7)NeuNAc,Su3684-41,562
Galf(b1-6)Glc(a1-3)RhaOAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Galf,TOP10/O12,562
QuiNAc(b1-2)[D-Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,VW187/O7:K1,562
GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,W3110,562
GlcNAc(b1-4)MurNAcAla(b1-4)GlcNAc,W7,562
GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc,W7,562
GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc,W7,562
KdoOP(a2-6)GlcOPN(b1-6)GlcOPN,WBB22,562
Kdo(a2-4)[LDManHep(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,WBB53,562
Kdo(a2-8)Kdo(a2-4)[LDManHep(a1-5)]Kdo(a2-6)GlcOPN(b1-6)GlcOPN,WBB53/pWSB31,562
Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,Y324,562
Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtn(a1-5)Kdo,Y324,562
LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,Y324,562
LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPEtn(a1-5)Kdo,Y324,562
LDManHep(a1-3)LDManHepOP(a1-5)Kdo,Y324,562
LDManHep(a1-3)LDManHepOPEtn(a1-5)Kdo,Y324,562
Glc(a1-3)Glc(a1-3)LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,Y324,562
Glc(a1-3)Glc(a1-3)LDManHepOP(a1-3)LDManHepOPEtn(a1-5)Kdo,Y324,562
Gal(a1-3)Glc(a1-3)LDManHepOP(a1-3)LDManHepOP(a1-5)Kdo,Y324,562
Gal(a1-3)Glc(a1-3)LDManHepOP(a1-3)LDManHepOPEtn(a1-5)Kdo,Y324,562
